"funny","useful","user_cool","characters","user_average_stars","biz_review_count","user_useful","user_funny","biz_open","stars","date","biz_stars","words","user_review_count","cool"
1,1,489,889,3.43,185,920,511,1,2,"2009-10-17",4,171,426,1
0,1,319,446,3.53,122,527,208,1,3,"2007-12-18",3.5,89,122,2
0,0,27,221,3.67,11,72,26,0,3,"2010-11-13",3.5,44,47,1
0,2,15,1254,4.54,575,29,4,1,4,"2010-01-08",4.5,229,13,2
0,0,7,108,3.08,94,16,10,1,3,"2012-01-03",4,22,27,0
4,6,3901,450,4.29,197,5065,2517,1,4,"2011-04-02",3.5,89,670,5
0,0,0,568,5,525,0,0,1,5,"2012-05-30",4,109,2,0
1,5,274,1032,4.32,140,404,106,0,3,"2008-12-27",3,199,195,2
1,0,4,123,4.33,16,8,3,0,5,"2010-07-22",4,13,6,0
0,2,10,1271,4.5,143,41,8,1,5,"2012-07-19",4,247,30,1
0,3,35,833,3.76,147,65,19,1,1,"2012-06-17",3.5,150,82,0
0,1,1,686,4.43,139,3,0,1,4,"2010-04-29",4,135,7,1
1,2,66,2561,4.36,127,107,31,1,2,"2009-06-23",3.5,466,45,0
0,1,1,403,4.67,179,5,3,1,5,"2012-10-23",4,81,6,0
0,4,2,1545,3.5,5,25,4,1,3,"2012-02-26",4,295,10,0
0,0,2,989,3.5,84,6,1,1,3,"2009-03-24",3,173,4,0
0,1,8,750,2.85,8,59,4,1,1,"2012-11-10",2.5,143,26,0
0,0,5,81,3.6,434,5,3,1,5,"2012-12-20",4,14,5,0
10,10,1727,2346,3.53,227,2092,1548,1,1,"2008-11-23",4.5,430,215,7
0,0,0,366,1,15,0,0,1,1,"2012-09-28",3,71,1,0
2,2,80,1093,3.38,63,205,69,1,2,"2009-12-07",4,206,126,2
0,0,0,240,0,80,0,0,1,2,"2012-09-20",3.5,47,0,0
0,0,0,407,4.25,36,6,0,1,3,"2010-11-04",4.5,83,4,0
0,1,12,280,2.85,39,57,33,1,3,"2010-10-04",4,52,27,0
0,0,2,361,3.8,21,3,2,1,3,"2011-11-13",3,68,10,0
0,1,33,1076,4.15,10,117,16,1,5,"2011-11-08",3.5,202,125,2
2,1,3,101,1.33,61,6,5,1,1,"2011-03-13",2.5,22,3,1
12,13,8429,1699,3.67,200,8401,10451,1,3,"2008-01-17",4,318,517,10
0,0,5,220,3.37,89,16,7,1,5,"2012-02-05",3.5,40,19,0
6,14,8991,2370,4,19,10629,4943,1,5,"2012-11-10",4.5,405,1253,11
1,2,1,1841,2.33,72,13,2,1,1,"2012-03-09",4,364,3,1
0,0,0,1244,0,11,0,0,0,2,"2009-09-09",3.5,235,0,0
13,11,2457,713,4.05,5,2851,2267,0,5,"2009-04-29",4,130,322,12
0,0,0,108,0,170,0,0,1,4,"2011-02-08",4,21,0,0
3,3,0,161,3,70,8,4,1,2,"2012-03-19",3,31,2,0
2,4,32,777,3.81,139,66,16,1,5,"2010-05-29",4,150,27,2
0,0,148,362,3.62,115,423,153,1,4,"2010-07-12",4,67,314,0
3,4,0,627,0,101,0,0,0,2,"2006-12-30",4,114,0,3
0,0,1,556,3.1,202,14,4,1,3,"2011-12-29",4,103,43,0
0,0,24,862,3.85,5,76,21,0,5,"2006-10-16",5,162,59,2
4,4,1349,524,4.31,91,1393,1824,0,2,"2008-05-12",3,102,157,4
1,3,19,157,3.44,40,122,55,1,2,"2011-01-19",3.5,31,190,0
1,0,78,766,3.5,353,183,88,1,4,"2010-03-02",4,133,98,0
0,0,1,505,2.1,9,5,4,1,3,"2011-04-03",4.5,94,10,0
0,0,0,283,0,55,0,0,1,3,"2011-02-14",3,55,0,0
0,1,106,1319,3.84,59,232,97,0,5,"2009-02-14",4,228,116,1
1,1,13,1186,3.06,32,37,15,1,3,"2011-10-24",4,223,18,1
0,1,59,102,4.65,53,80,11,1,4,"2012-08-28",3.5,20,93,1
0,0,1,427,3.33,292,0,2,1,2,"2012-11-07",4.5,74,13,0
0,2,2202,517,3.63,7,2575,1614,1,3,"2012-01-09",2.5,91,569,1
0,1,18,446,3.39,4,65,35,1,2,"2011-07-06",3.5,85,111,0
3,2,1,1322,3.25,13,23,14,1,1,"2012-03-11",4,254,8,1
0,2,5,1198,4.33,318,10,0,1,4,"2012-06-13",3.5,220,3,0
0,0,71,544,3.64,152,143,36,1,3,"2009-07-26",4,105,193,0
1,1,2,74,3.67,143,5,2,1,4,"2012-09-09",4,14,6,1
6,8,291,643,4.01,269,660,280,1,1,"2009-09-22",4,116,333,4
0,2,0,333,2,8,5,0,1,1,"2012-05-16",4,64,4,0
1,1,123,692,3.63,32,284,103,1,3,"2012-11-14",3.5,133,134,3
0,2,18,462,4.17,34,24,1,1,5,"2012-07-04",5,84,6,0
0,1,1053,546,3.74,287,1298,759,1,4,"2007-09-21",4,109,356,1
2,4,1,2667,4.4,162,9,3,0,2,"2012-03-06",4,517,5,0
0,0,291,1068,4.01,12,660,280,0,3,"2010-08-04",3.5,198,333,0
1,3,5,1168,3.15,323,19,14,1,3,"2010-11-11",4,219,14,1
1,0,258,152,3.58,6,338,267,1,3,"2012-09-16",4,30,342,0
0,0,12,1108,3.33,108,39,4,1,3,"2012-12-10",4,206,43,0
0,0,32,83,3.83,8,87,57,1,4,"2010-06-12",3,16,153,0
0,1,0,244,3.75,31,2,0,1,4,"2012-08-03",4.5,45,4,0
0,0,60,169,3.16,47,240,67,1,3,"2011-01-24",4,26,120,0
0,1,6,492,3.38,79,11,4,1,4,"2012-12-26",4,93,8,1
3,4,1093,891,3.75,47,1310,962,1,3,"2009-01-26",3,157,266,4
1,3,412,1648,3.63,7,596,504,1,2,"2011-02-01",2.5,307,219,1
0,0,0,131,0,186,0,0,1,5,"2012-11-29",4,27,0,0
0,4,0,856,0,575,0,0,1,5,"2008-04-06",4.5,143,0,2
1,1,2,63,3,262,7,10,1,4,"2012-05-23",4.5,12,18,0
0,0,42,211,3.77,525,86,40,1,4,"2012-10-09",4,41,62,1
0,1,0,2879,2,131,1,0,1,2,"2012-11-24",4.5,509,1,0
0,0,8,205,3.88,17,34,5,1,3,"2012-11-28",4,40,56,0
0,0,0,176,5,3,0,0,1,5,"2012-06-15",4.5,30,1,0
1,2,369,656,3.66,12,633,275,1,2,"2011-03-24",3,115,249,0
0,0,5,267,3.92,258,24,2,1,5,"2010-05-30",4,48,65,0
0,0,4,368,4.18,124,12,2,1,3,"2011-10-11",4,70,11,0
0,1,1502,331,3.29,58,2132,1492,0,3,"2009-11-24",4,63,1107,1
1,4,1876,3,3.44,7,2523,1569,0,3,"2009-08-26",4,1,574,2
0,0,0,449,5,10,0,0,1,5,"2012-09-14",5,78,1,0
0,1,10,570,4.41,202,23,3,1,4,"2009-09-27",4,102,41,0
0,2,211,842,3.6,88,449,118,1,3,"2009-03-25",3.5,146,186,0
0,2,21,304,3.29,25,34,3,1,4,"2008-01-03",2.5,61,14,1
1,1,1502,296,3.29,27,2132,1492,1,3,"2010-01-31",3,49,1107,1
1,1,49,842,3.62,44,149,52,1,5,"2009-08-30",3.5,167,131,1
2,5,52,1596,4.35,46,76,28,1,1,"2012-01-14",2,306,31,0
0,0,0,303,2.33,21,4,0,1,1,"2011-06-11",3,53,4,0
0,1,3,702,3.43,139,8,4,1,4,"2011-07-14",3.5,136,7,1
0,0,0,321,3.07,117,9,1,1,2,"2012-06-12",3.5,58,16,0
0,2,328,707,3.4,5,668,332,1,5,"2011-05-28",4.5,123,263,1
0,2,0,362,1,92,2,0,1,1,"2012-12-28",4,73,1,0
1,3,2025,378,3.99,36,2685,1209,1,3,"2012-12-18",3.5,69,900,3
6,9,4322,1901,3.34,89,5504,2672,1,3,"2012-02-20",4,363,620,8
2,2,2186,347,3.92,28,3241,1635,1,3,"2012-12-31",4,61,1698,2
1,1,1502,391,3.29,43,2132,1492,1,4,"2009-05-07",3.5,72,1107,1
0,3,6,1639,3.94,110,25,6,1,5,"2012-03-09",4,304,17,1
0,0,0,518,5,3,0,0,1,5,"2012-08-20",3.5,97,1,0
0,1,59,74,4.65,149,80,11,1,5,"2009-09-12",4,13,93,1
2,3,2932,598,3.63,221,4148,2382,1,4,"2010-11-19",3.5,107,578,2
1,1,16,163,3.69,155,25,23,1,3,"2012-12-18",3.5,37,36,0
0,1,113,145,3.14,293,227,121,1,3,"2010-04-08",4,23,118,1
0,0,29,726,3.62,130,46,12,1,2,"2010-08-26",4,128,42,0
1,3,252,3169,3.31,103,329,246,0,3,"2009-06-29",4,576,137,1
0,0,3,443,3.33,40,3,4,1,5,"2010-11-17",4,79,6,0
0,1,1,1010,2,123,1,0,1,2,"2009-04-15",4,194,1,1
0,0,1,426,4.1,18,7,1,1,5,"2012-09-08",4.5,71,10,0
1,2,638,298,3.65,20,1010,386,1,2,"2010-09-25",3,48,173,1
0,0,58,230,3.82,74,148,45,1,4,"2012-08-02",3.5,40,142,0
3,3,55,621,3.38,689,86,60,1,2,"2008-03-30",4,120,53,4
0,1,0,1182,2.5,7,4,2,1,1,"2012-02-26",2.5,217,5,0
0,0,56,216,4.19,72,67,56,1,3,"2011-09-05",3.5,41,16,0
2,2,263,1240,4.08,3,428,263,1,5,"2011-09-17",5,230,221,2
0,0,0,958,0,258,0,0,1,5,"2010-11-23",4,176,0,0
0,0,117,59,3.42,7,408,93,1,2,"2008-05-01",3,12,422,1
0,0,1,396,2.5,58,7,1,0,1,"2010-12-10",3,70,10,0
0,2,0,608,0,56,0,0,1,2,"2012-04-18",4,113,0,0
0,0,10,1135,3.37,3,61,10,1,1,"2011-12-14",3.5,208,38,0
4,7,909,598,3.77,29,1115,904,1,3,"2008-12-10",4,117,188,6
1,1,150,1175,4.12,77,323,111,1,3,"2010-08-05",3.5,224,273,1
1,0,4,583,2.85,30,36,21,1,3,"2012-07-08",3,112,55,0
2,4,98,1419,2.82,81,164,113,1,3,"2010-10-20",3,285,55,3
0,0,801,566,3.99,161,969,779,1,4,"2010-04-06",3.5,108,224,0
0,0,22,11,4.61,155,50,19,1,5,"2011-11-29",4,2,104,0
0,0,36,56,3.97,7,90,41,1,4,"2012-01-25",3.5,8,118,0
0,0,0,188,3.57,10,3,0,1,4,"2011-11-19",4,38,7,0
0,0,8,357,4.33,310,30,10,1,5,"2012-07-07",3.5,66,21,0
0,0,0,484,4,43,1,0,1,2,"2012-07-05",3.5,84,3,0
2,2,1005,865,3.65,95,1495,849,1,3,"2009-09-25",4,153,483,2
0,0,349,433,3.53,862,672,186,1,4,"2012-12-01",3,82,725,0
0,0,13,0,3.77,77,35,10,1,3,"2008-03-17",3,0,47,0
1,0,2,1076,3,233,6,7,1,1,"2011-08-25",3.5,214,6,0
0,1,6,431,4.5,29,10,3,1,5,"2010-07-24",4,76,15,0
0,0,27,348,3.49,98,84,12,1,5,"2010-10-17",3.5,64,76,0
1,0,73,224,3.99,4,123,61,1,4,"2008-07-25",3.5,48,102,2
0,1,0,511,0,57,0,0,1,3,"2011-11-05",3.5,91,0,0
0,0,0,143,4,14,0,2,1,4,"2012-08-26",4,31,6,0
4,4,13,1315,3.07,125,75,118,1,1,"2011-09-27",3,249,138,1
0,0,430,1884,3.73,61,673,321,1,4,"2009-03-01",3.5,367,297,0
0,1,0,1034,0,3,0,0,1,5,"2012-10-31",5,193,0,1
1,0,1,91,3.33,102,1,2,1,5,"2012-11-13",4,16,9,0
3,3,543,1916,3.26,6,1052,589,1,2,"2010-01-31",2.5,351,625,0
0,1,1,712,3.5,131,5,3,1,2,"2012-01-25",4.5,129,14,1
0,1,0,525,4.67,73,1,0,1,4,"2012-10-26",3.5,91,6,0
2,5,0,2897,0,235,0,0,1,5,"2011-03-10",4,517,0,3
0,2,0,1906,3.5,126,2,0,1,2,"2011-06-15",4,338,2,0
0,0,0,385,0,3,0,0,1,2,"2011-06-16",3,73,0,0
0,3,9,613,3.17,69,57,8,1,2,"2011-04-03",3.5,111,48,0
0,1,20,938,3.76,3,71,30,1,4,"2011-08-05",4,164,100,1
1,1,272,954,3.9,77,570,280,1,3,"2012-03-01",3,187,298,0
4,3,0,523,0,107,0,0,1,2,"2010-03-26",3.5,97,0,2
0,1,0,790,0,48,0,0,1,3,"2010-10-13",4.5,151,0,0
0,1,1,36,4.6,25,2,0,1,4,"2011-06-01",3.5,8,5,0
3,2,1443,808,3.77,9,1737,776,1,1,"2007-07-10",2.5,150,545,1
0,1,216,842,3.68,155,485,194,1,3,"2010-09-30",3.5,160,145,0
0,2,0,179,0,157,0,0,1,4,"2012-06-27",4.5,28,0,1
0,1,1919,1964,3.96,421,2785,1696,1,5,"2010-08-30",4,370,593,0
0,0,135,635,3.61,56,307,152,0,3,"2010-11-21",4.5,119,207,0
0,1,5,195,3.89,271,26,3,1,4,"2011-05-18",4,34,19,0
0,0,4,499,2.13,20,11,10,1,1,"2011-11-11",3,90,16,0
0,0,0,1019,0,88,0,0,1,4,"2011-09-10",4.5,193,0,0
0,1,5,334,3.47,4,11,3,0,3,"2011-03-04",2,70,15,0
2,1,5,802,3.14,64,28,15,1,1,"2011-04-26",3,161,29,1
0,1,0,292,4.23,100,5,2,1,3,"2012-06-11",3.5,55,14,0
2,4,432,309,3.73,93,608,302,1,3,"2008-06-11",4,60,325,2
2,1,263,660,4.08,29,428,263,1,2,"2012-11-29",2,114,221,1
0,0,0,173,0,117,0,0,1,5,"2010-05-16",3,33,0,0
0,2,0,542,3,29,2,0,1,2,"2012-03-27",3,92,2,0
0,1,0,547,3.73,594,5,0,1,3,"2012-04-30",4.5,89,17,0
0,0,0,171,3,68,0,0,1,3,"2012-09-30",4,32,1,0
1,2,1,592,4.25,53,7,1,1,5,"2011-06-28",3.5,106,6,1
1,4,284,1813,3.87,103,489,204,1,5,"2012-05-25",4,331,216,2
0,1,8,331,3.81,69,28,3,0,5,"2009-07-18",3.5,59,54,1
5,3,0,392,0,5,0,0,1,1,"2010-06-30",3,73,0,1
1,3,87,979,3.83,24,204,50,1,4,"2011-01-05",4.5,181,166,0
1,2,1005,833,3.65,24,1495,849,1,5,"2009-03-03",4,150,483,1
2,4,242,477,4.03,55,357,131,1,5,"2012-12-04",4,85,326,3
0,0,0,320,3,177,0,0,1,1,"2011-10-21",4,62,2,0
2,3,35,1443,3.33,4,33,50,1,5,"2009-08-29",3.5,278,12,4
0,0,58,822,3.82,15,148,45,1,3,"2011-02-05",3,151,142,0
0,0,451,506,3.48,3,678,311,1,1,"2010-03-25",2.5,87,387,0
1,1,420,666,3.43,103,798,279,1,4,"2011-10-25",4.5,128,584,2
0,0,5,402,4.2,167,10,2,1,3,"2012-12-06",4,75,5,0
1,2,0,366,0,272,0,0,1,2,"2008-07-20",4,64,0,1
0,0,19,650,2.47,145,88,22,1,4,"2008-08-09",4.5,117,45,0
0,2,40,514,3.99,3,79,63,1,4,"2011-07-10",4.5,103,78,0
0,2,0,1635,4,74,5,0,1,3,"2012-03-12",3.5,309,3,0
0,0,17,721,3.96,42,51,9,1,5,"2011-11-04",4,137,70,0
2,0,29,767,4,4,50,40,0,2,"2009-03-28",3,140,37,0
0,2,456,696,3.73,11,607,164,0,3,"2007-07-31",3,121,215,1
0,0,0,406,1,233,0,0,1,1,"2012-02-11",3.5,79,1,0
0,2,4322,346,3.34,47,5504,2672,1,3,"2008-11-25",4,63,620,2
0,1,4,611,4.25,441,14,2,1,5,"2011-08-05",4,105,4,1
1,2,400,795,3.69,22,656,291,0,4,"2009-08-02",3,151,308,1
0,1,14,265,4.24,67,24,4,1,5,"2010-12-07",4,47,17,1
0,1,1,167,3.75,276,4,0,1,5,"2011-10-27",4.5,26,8,0
0,0,14,734,3.14,96,57,13,1,3,"2010-07-23",3.5,137,76,0
0,0,30,726,3.81,23,54,28,1,3,"2011-08-19",2.5,134,36,0
0,0,1,76,4.29,34,1,1,1,4,"2012-12-20",3.5,12,7,0
0,0,0,494,0,3,0,0,1,5,"2012-12-11",5,95,0,0
0,1,740,278,3.68,53,1175,651,0,5,"2010-05-17",4.5,55,518,1
0,3,0,624,1.6,3,10,1,1,1,"2011-04-26",3.5,124,5,0
4,4,1180,331,3.96,5,1434,1072,1,4,"2010-08-15",3.5,59,272,3
0,2,1,1445,5,97,7,0,1,5,"2010-03-04",4,267,3,0
1,2,8,575,3.59,74,33,11,1,4,"2012-05-01",4.5,106,22,1
2,2,186,1590,3.67,14,280,109,1,4,"2012-09-10",4.5,289,69,2
0,1,3,633,3.72,57,11,6,1,4,"2012-05-06",4,115,21,0
0,1,58,1954,3.76,453,255,22,1,4,"2012-10-16",4,361,112,0
0,0,26,219,3.27,203,50,19,1,2,"2010-09-01",4.5,39,23,0
3,4,965,1319,3.59,575,1096,702,1,5,"2010-02-28",4.5,251,305,4
1,1,92,1010,3.69,29,198,90,1,4,"2011-06-01",4,180,170,0
0,2,8,741,3.67,17,29,7,1,4,"2011-06-13",4,143,47,0
1,1,5,830,3.22,4,18,7,1,1,"2012-12-27",2,154,18,0
0,0,1,455,3,120,0,0,1,1,"2011-08-15",3,86,2,0
0,0,19,441,3.78,58,68,9,1,3,"2011-01-08",4,76,49,0
0,0,0,328,3.33,122,0,0,1,2,"2011-10-21",3.5,65,3,0
0,0,141,1298,3.29,117,286,142,1,4,"2012-04-16",3,235,459,0
5,7,51,2630,3.56,12,84,47,1,1,"2009-07-28",2.5,503,25,4
4,6,3901,985,4.29,127,5065,2517,1,4,"2011-06-18",3.5,180,670,7
0,2,14,434,4.36,259,45,14,1,5,"2011-01-16",4,84,96,0
0,0,6,187,3.92,79,15,0,1,1,"2010-01-22",4,39,12,1
0,1,31,734,3.81,227,58,17,1,5,"2010-12-03",4.5,120,43,2
1,3,3901,2197,4.29,70,5065,2517,1,3,"2012-03-14",4,408,670,1
0,0,41,219,3.5,98,58,9,1,2,"2007-09-10",4,42,60,0
4,3,363,644,3.35,431,653,384,1,3,"2010-12-18",4,103,283,3
1,0,0,142,1,103,1,1,1,1,"2012-01-13",4,26,1,0
0,0,14,50,4,5,20,3,1,5,"2010-11-02",4,7,15,0
0,3,14,377,3.64,192,40,57,1,1,"2011-08-17",4,77,33,1
0,0,3,31,3.14,689,7,3,1,2,"2012-01-21",4,6,29,0
0,2,4,809,3.86,79,13,8,1,1,"2011-10-09",3,157,7,0
0,1,0,310,5,28,2,1,1,5,"2011-03-31",4,62,2,0
0,0,0,731,5,461,0,0,1,5,"2012-06-20",4,123,3,0
1,3,95,464,4.29,75,192,51,1,4,"2012-03-30",3.5,82,102,1
0,0,193,191,3.26,5,442,242,1,2,"2010-07-25",3.5,33,229,0
1,2,94,335,4,132,116,93,1,4,"2012-05-13",4,53,32,3
1,1,26,1146,3.58,76,40,15,1,5,"2010-03-19",4,216,19,1
0,2,135,1156,3.61,66,307,152,1,3,"2011-05-10",3.5,225,207,1
0,0,1,190,3.82,55,6,1,1,4,"2012-06-27",4,36,11,0
0,0,59,177,3.82,16,140,39,1,3,"2011-12-27",3.5,33,203,0
0,0,2,1898,3.71,575,6,1,1,5,"2012-02-01",4.5,327,7,0
0,2,113,1200,3.95,184,202,76,1,4,"2011-09-25",4,220,110,1
0,2,88,527,4.09,103,146,27,1,5,"2007-08-01",4,99,99,1
0,1,2,424,4.07,57,12,4,1,2,"2012-08-11",3.5,77,14,0
0,0,0,104,4.67,7,1,0,1,5,"2011-09-07",2.5,19,4,0
2,2,61,425,3.79,108,88,58,1,3,"2009-04-10",4,79,28,2
0,0,15,680,3.86,78,22,6,1,3,"2011-10-09",3.5,117,28,1
4,6,1155,1011,3.67,36,1453,803,1,3,"2010-12-17",2.5,186,481,6
1,1,99,409,2.87,7,229,238,1,5,"2012-10-15",4,76,109,1
0,0,847,824,3.63,61,1115,758,1,4,"2007-02-23",4.5,148,427,2
0,0,7,206,4.45,13,10,3,1,4,"2011-07-19",2.5,42,11,0
2,2,421,495,3.65,20,650,393,1,5,"2010-03-08",5,95,392,0
0,0,27,850,3.43,13,94,30,1,4,"2011-07-02",4.5,177,102,0
0,0,20,302,3.9,41,28,7,1,4,"2010-04-10",3,51,168,0
1,1,216,887,3.68,131,485,194,1,4,"2011-06-08",4,170,145,1
0,2,28,683,3.71,269,107,24,1,3,"2011-07-13",4,123,195,0
0,0,0,181,5,24,0,0,1,5,"2012-02-26",4,29,1,0
0,1,174,738,3.48,13,466,174,1,4,"2012-04-19",4,136,224,0
0,1,1794,496,3.48,7,2401,1422,1,1,"2012-01-06",3,94,438,0
0,0,32,86,3.92,75,73,39,1,4,"2010-07-13",4.5,14,90,0
0,2,5,619,3.72,57,13,4,1,4,"2011-07-21",4.5,108,25,0
0,0,8,635,3.98,34,48,3,1,3,"2011-08-07",4,118,65,0
2,2,3,2745,3.38,42,12,4,1,1,"2012-05-17",3,544,10,0
0,0,4,1106,3.42,3,11,8,1,1,"2010-08-09",2,200,12,0
0,1,0,181,3.44,343,6,2,1,4,"2012-01-19",4,31,9,0
0,1,20,273,3.03,259,43,8,1,5,"2007-12-24",4,42,70,0
0,0,59,1237,3.58,96,118,30,1,3,"2009-09-28",3,231,95,0
7,10,4322,1491,3.34,55,5504,2672,1,3,"2012-04-05",3,265,620,5
0,1,18,315,4.34,147,60,9,1,3,"2011-02-18",3.5,66,103,0
7,7,515,813,3.68,580,601,671,1,5,"2009-09-16",4.5,144,102,7
0,0,13,335,3.57,594,68,6,1,3,"2010-06-02",4.5,66,56,0
1,5,143,1259,3.67,56,275,104,1,5,"2012-02-19",4.5,222,142,2
0,1,0,182,4.2,108,5,0,1,5,"2011-05-25",4,34,5,0
0,0,0,302,5,4,0,0,1,5,"2011-11-17",5,55,1,0
2,0,7,425,2.57,3,27,17,1,1,"2012-04-13",2.5,86,23,0
0,0,0,491,2,10,0,0,1,2,"2012-01-27",3,94,2,0
0,0,20,393,3.77,31,58,23,1,4,"2012-12-12",4,76,62,0
0,7,320,570,3.6,38,548,469,1,5,"2008-06-19",4,107,161,6
0,1,2,42,3.33,30,15,1,1,5,"2012-01-10",4,6,9,0
1,4,720,834,4.11,70,940,493,1,2,"2008-07-20",3,157,141,3
0,1,580,824,3.64,58,907,210,0,3,"2006-08-07",2.5,148,439,0
3,3,46,777,3.35,239,165,75,1,4,"2009-04-29",4,138,84,2
3,5,1794,563,3.48,287,2401,1422,1,3,"2009-12-01",4,99,438,4
0,1,4,352,3.81,65,27,7,1,5,"2012-06-02",4.5,68,32,0
0,6,231,1813,3.78,9,393,220,1,5,"2007-07-12",5,335,122,2
0,0,0,283,0,81,0,0,1,5,"2012-12-12",4.5,51,0,0
5,2,1074,707,3.71,281,1299,1105,1,5,"2006-11-26",4,133,350,5
1,2,62,558,3.98,83,109,59,1,3,"2011-12-08",4,102,56,1
0,1,2,485,3.68,117,13,8,1,4,"2011-05-13",4,81,22,0
0,1,106,179,3.9,100,209,83,1,4,"2011-12-21",3,29,510,0
0,0,6,2991,3.25,12,26,10,1,4,"2012-09-19",3.5,510,20,0
0,0,0,531,0,73,0,0,1,4,"2010-09-28",3,97,0,0
1,1,15,438,3.51,56,65,14,1,4,"2011-01-09",3,82,66,0
1,0,10,225,3.54,323,24,7,1,3,"2011-06-21",4,44,13,0
0,0,35,83,3.76,33,75,25,1,4,"2012-01-29",3.5,15,62,0
0,0,2,183,4.25,233,5,2,1,3,"2011-11-10",3.5,31,12,0
0,1,15,564,3.56,35,62,34,1,3,"2012-03-06",4,105,77,0
0,1,3,366,4.21,84,14,3,1,3,"2012-03-22",4.5,60,19,0
2,1,560,355,3.36,13,876,487,1,4,"2012-06-27",5,68,475,1
0,0,0,224,3,412,0,2,1,5,"2012-05-04",3.5,41,2,0
0,0,0,474,3.93,21,4,3,1,3,"2012-09-05",4.5,77,14,0
0,0,19,446,3.95,44,67,19,1,5,"2012-07-21",4.5,85,62,0
1,2,81,604,3.97,32,162,67,1,4,"2011-03-25",4.5,109,129,1
0,4,70,1031,3.61,98,94,27,1,4,"2008-05-04",4.5,186,28,2
0,0,89,807,3.93,43,212,54,1,4,"2012-03-08",3.5,146,229,0
0,0,4,743,4.29,120,5,4,1,5,"2010-10-03",4,126,14,1
2,4,135,1975,3.15,235,352,344,1,2,"2011-04-03",4,392,209,1
0,2,109,343,3.8,81,139,92,1,3,"2007-09-16",3,61,199,1
0,1,0,545,0,39,0,0,1,4,"2011-09-18",4,101,0,0
0,1,164,367,3.89,13,331,111,1,2,"2010-06-27",4,65,197,0
0,0,18,512,3.93,163,68,16,1,3,"2011-03-20",3,95,56,0
1,1,206,823,3.79,353,335,143,1,3,"2009-10-21",4,151,182,1
2,6,2110,877,3.91,53,2519,1511,0,4,"2009-01-15",4,162,357,3
1,1,176,1281,3.94,61,345,191,0,3,"2009-06-23",3,248,163,1
0,0,11,534,3.72,245,35,10,1,3,"2010-03-18",4,100,47,0
0,0,3,830,3.22,13,38,6,1,4,"2011-03-07",3,147,50,0
0,5,1,1927,1.8,80,20,6,1,1,"2012-11-14",4,365,6,0
0,1,801,459,3.99,23,969,779,1,3,"2010-04-07",3.5,84,224,1
0,0,0,80,5,21,0,0,1,5,"2011-11-23",4,14,1,0
0,1,1,843,4.25,34,2,0,1,2,"2011-01-24",4.5,151,4,1
0,0,621,439,3.68,5,1453,375,1,3,"2011-02-13",2.5,76,811,0
1,1,319,684,4.29,14,554,238,1,3,"2011-04-26",3,135,377,1
1,2,70,410,3.74,4,183,66,1,1,"2010-03-21",2.5,70,176,0
0,0,68,424,3.72,398,154,58,1,4,"2009-02-19",4,80,127,0
0,1,51,1316,3.44,196,106,24,1,3,"2011-01-18",3.5,234,61,0
0,1,22,220,3.77,184,96,29,1,5,"2011-03-21",4,37,53,1
0,3,24,1398,3.55,166,86,20,1,4,"2011-03-26",4.5,258,98,0
0,1,153,540,4.09,26,320,160,1,3,"2011-01-10",3.5,96,140,0
0,0,5,1333,3.21,69,8,4,1,4,"2012-09-23",3.5,254,14,1
0,2,1,208,5,7,3,0,1,5,"2011-04-08",4.5,44,2,1
1,1,21,1143,3.62,8,50,26,1,1,"2012-02-02",1.5,223,21,1
0,0,513,2748,3.71,56,743,569,1,2,"2010-04-14",4,499,244,1
1,5,506,479,3.54,136,896,430,1,2,"2008-06-02",4,99,445,3
0,0,328,631,3.4,9,668,332,1,3,"2011-12-12",2,117,263,0
1,1,263,638,4.08,34,428,263,1,4,"2011-12-25",3.5,116,221,1
0,1,6,704,4,74,22,5,1,3,"2009-06-06",4,137,8,0
0,0,0,267,5,12,2,1,1,5,"2012-03-27",4.5,52,5,0
0,3,3,1636,4.09,18,23,15,1,4,"2012-03-31",4.5,296,11,0
0,1,68,500,4.25,169,116,32,1,5,"2008-06-20",4,95,60,2
0,1,10,491,4.26,272,40,1,1,4,"2010-07-26",4,88,38,0
1,1,4,252,3.36,124,12,4,1,1,"2011-03-05",2.5,40,15,0
0,0,7,436,4.71,51,12,2,1,4,"2009-09-18",4,82,10,0
0,1,13,317,4.17,489,33,7,1,5,"2011-04-20",4,52,69,0
1,1,0,319,3.4,41,1,1,1,1,"2011-05-25",3,62,7,0
0,0,2,1174,3.4,3,10,2,0,1,"2009-02-22",3.5,213,10,0
2,3,2093,269,3.94,78,2375,1852,1,4,"2008-04-11",3.5,45,325,2
0,0,1,196,4.64,238,3,1,1,3,"2010-12-30",3.5,43,11,0
7,9,3901,2752,4.29,281,5065,2517,1,5,"2010-12-14",4,498,670,9
0,0,26,550,3.2,137,52,15,1,5,"2009-02-25",4,105,40,0
0,1,11,363,4.54,83,19,6,1,5,"2011-07-23",3.5,65,25,1
0,0,12,112,4.21,189,24,6,1,5,"2010-06-12",4,18,14,0
0,0,6,521,3.46,180,25,10,1,3,"2011-07-18",4,104,29,0
0,0,847,270,3.63,78,1115,758,1,3,"2007-03-01",4,48,427,0
0,0,0,172,4.5,71,1,0,1,4,"2012-09-30",4.5,29,4,0
1,1,0,666,0,230,0,0,1,5,"2012-11-05",4.5,122,0,1
